"","CU25_1","CU25_2","CU25_4","CU25_5","CU25_6","CU25_7","CU25_8","CU25_10"
"Gm49405",7.09971037366471,6.8751628996892,7.36047493326805,7.15521299732677,6.95985270115627,6.74056735475661,7.3734453030793,7.27308951592175
"Rab1b",12.2724716101783,12.315766422829,11.9767224779925,11.8195131222146,12.528910905817,12.6700452066749,12.6586193124143,12.5058204894861
"Doc2g",7.01248805428863,6.91254564600043,6.8942485631416,7.11890251992353,7.07025621654207,6.78799972758763,7.0357211926617,6.95401984690694
"Yif1a",10.3103674827963,10.2440761803736,10.0734938506314,9.82394133316718,10.8790632140257,10.3614691075331,10.6370658456397,10.2519749045851
"Zng1",8.99142921988182,9.2532377995774,9.39300960546468,9.45390601247207,9.3861740517389,9.35253951136556,9.39434368422277,9.62515512924754
"Rin1",7.51539208553249,7.18784308842797,7.2842822152339,7.2773268867753,7.30319004333247,7.36155220695805,7.35128324625064,7.37937336205975
"Aldh3b1",7.53845071752292,7.35573664598957,7.2842822152339,7.58950978456662,6.99295832440055,6.91293271803506,6.83982252897274,7.22714255427688
"Asah2",8.29485833066667,8.65193212225273,8.78858937799452,9.00918341103915,8.33655413398133,8.09513726395365,7.902985683719,8.15863473122751
"Rce1",8.33117213987224,7.86631362052962,7.97294850362005,8.07203869242506,8.79011814719646,8.47401344996442,8.81915376195751,8.37785558607395
"Slc29a2",8.4672216699666,8.47659825102482,8.5190767236992,8.08748941787614,7.76943925715547,7.88265009507665,7.68522271799249,7.88769122422149
"Pcx",13.0560823092617,13.102234042286,12.9145129429978,11.7825575610528,12.5806502493778,12.4574365431406,12.0613602120802,12.4491476673407
"Minpp1",9.67133254491479,9.70202788814175,9.55686464536246,9.49464787197464,9.92777155108647,10.134148335767,9.73730478096845,10.1332538047249
"Apba1",8.3151562105676,8.19105290861101,7.91007954853906,7.99181881053246,7.15463643949818,7.3499870933823,7.0817219010157,7.30617840627901
"Papss2",8.40093574752445,7.75645048262454,8.52309950777533,8.46656868523922,9.08145290733395,8.37922915440794,8.8293869346977,8.9141864851764
"Cpt1a",9.21921186044799,8.96823800070927,9.26749159869938,8.73656406954945,8.29778557857031,7.94616497019242,7.80279494153715,8.49139519866754
"Peli3",7.64015475279213,7.77924489764007,7.71449625031908,7.72100823009022,8.51085380756043,8.36936869411218,8.3301664122442,7.99847002008668
"Mrpl11",10.1346575454064,9.9934450887013,10.1460876035745,10.0223790901624,10.498809374099,10.4629086531387,10.5559035629767,10.2782037419283
"Lao1",6.25003587786956,6.08903019021879,6.26283517020529,6.08903019021879,6.85088973111447,7.09919253747355,6.85992592626968,6.70517940387028
"Tesmin",6.4483076046247,6.08903019021879,6.47673727509932,6.45990354605985,6.26574025732778,6.27115267979593,6.08903019021879,6.47292681528908
"Mus81",9.96665912636419,10.0110086795576,9.82268094179278,9.73736896490626,9.40168302248182,9.72540327390754,9.26865198965513,9.30849673841109
"Ppp6r3",11.6386130675943,11.8425248938001,11.8252380607123,11.6140866915721,12.6080870121115,12.410992580817,12.7159073271122,12.2518323637208
"Efemp2",8.8223098027411,8.7831252277688,8.55092783098606,8.65905235620315,7.11345666150928,7.26506381285837,7.25738791236339,7.39935695385041
"Ctsw",6.4483076046247,6.08903019021879,6.38970685675043,6.4950796550816,6.26574025732778,6.08903019021879,6.08903019021879,6.3867448024636
"Fibp",9.37287302407181,9.45828812435379,9.38656100924826,9.39834423531754,9.42571567114516,9.42343658933678,9.55908951520692,9.39297092665569
"Fosl1",6.51369747841017,6.2668850118428,6.38970685675043,6.08903019021879,6.85088973111447,6.34641984239714,6.75279407467022,6.47292681528908
"Lrp5",11.6847403595465,11.1583952505638,11.4308592936515,10.8804893632216,10.4844320741664,10.6880437378189,10.9707339320714,10.4851492438539
"Drap1",13.3802440548339,13.7446934121259,13.3183433247206,13.1911684982156,13.4329234657494,13.3887849499687,13.4357511833195,13.2346725785681
"Smarca2",11.3414094285544,11.2329972543204,11.2891113607514,11.4787919782288,11.4934725413137,11.2105033686506,11.4998020486841,11.3811904627777
"Ovol1",6.31660876692879,6.08903019021879,6.38970685675043,6.08903019021879,6.48318595430617,6.53367171692076,6.39841719952678,6.47292681528908
"Vldlr",12.2899404822548,12.4352806683095,12.9102549741357,12.7696597849942,14.3378419835379,14.1452154166324,14.5185497334119,14.0868804885905
"Rnaseh2c",8.88718259535944,8.92814476749457,8.59733954612543,8.60481718351785,8.76253691953075,8.85794543752162,8.63631560684436,8.90230027184998
"Kat5",9.55641853863015,9.60291907091356,9.39300960546468,9.48181120861461,10.6591442270225,10.5844899674657,10.7538859508439,10.138246256189
"Rela",10.4201713867169,10.3069586246545,9.96438715089719,9.70782566357618,11.1137609283819,10.8005642674671,11.1425167197074,10.4674313996004
"Slc1a1",8.46001686446143,8.13581686693212,8.17632620626162,7.78811045157948,9.11696789187998,9.38843259249202,9.05182433942004,8.97497156048886
"Ehbp1l1",14.3022869640258,14.4834256299409,14.4358851709562,14.2980123295232,13.7110117770561,14.1603584668709,14.2504134965989,14.1013600778114
"Fam89b",9.55477800136021,9.4431957987767,9.26983384601733,9.27594580773196,8.97811110501462,9.41650476639982,8.91183820814675,9.18492485642924
"Ltbp3",11.7452232878303,11.6798002207331,11.3840739294035,11.4482709421526,11.3091259639877,11.5324188365017,11.0634335707653,11.4692422053825
"Scyl1",12.2766736053718,12.2506980376259,12.0864835617214,11.8667757062066,12.9401487961388,12.9962399275444,12.9692958092116,12.8302041999212
"Capn1",12.3206694179049,12.6416263571431,12.1631806156682,12.0107201712144,11.7325704829963,12.1074806731017,11.7755565773984,11.8287484770704
"Smc5",8.027774896825,8.51522741701326,9.00535838073984,9.29289244190716,10.3240819483446,10.0236143847691,10.2436004937288,10.1714976767844
"Arl2",10.5786209429819,10.6808677345956,10.5527715820626,10.2915972362987,10.6691626287767,10.7613166392409,10.8097633537854,10.5122830960945
"Men1",9.14878454912262,9.00128264582639,8.65685083643131,8.73026985781092,8.97811110501462,8.99270055625642,8.95905168514064,8.87821740079202
"Map4k2",8.66409386826246,8.19105290861101,8.96521292815407,8.72711187866156,8.6576292949153,8.54094400231441,8.71240395746008,8.73093952201935
"Sf1",12.2962849700905,12.2756324194942,12.0907441517534,11.7743806261037,13.3550862143555,13.2291880233675,13.3618736943021,12.8135859495453
"Prdx5",12.0026872492697,11.9186395452299,11.8876036608776,11.5606185088247,12.7973967116862,12.1324833428463,12.3634100943533,11.956077462706
"Esrra",11.663372670396,11.3395641812507,11.607810418374,11.2767437327118,10.3298408251688,10.7293136517668,10.7530091146865,10.5816204194107
"Gpr137",9.16618517325518,8.7831252277688,8.5548568772838,8.77983323844421,8.43322629750215,8.60471076558575,8.77391000559757,8.48735746617009
"Bad",8.79717410963216,8.80382093631003,8.65320667537893,8.5374634177975,8.79692789218928,8.83005075388363,8.69752168329396,8.6616241612163
"Plcb3",9.8068256381155,9.73240902019925,9.68641003795813,9.56931912764028,9.79716431154083,9.92503441641711,9.75325301707262,9.93654021467214
"Vegfb",12.081666093767,11.8437456216343,11.897366426973,11.4996882856541,11.6198508568504,11.5413896537604,11.6532107889441,11.3584436097918
"Dnajc4",9.31573756794962,9.42135226136921,9.0929971472275,9.05233540681906,9.0535062362289,9.07775635684059,8.95284855036815,9.12263492731002
"Fermt3",7.92280268212187,7.66887160266125,7.22600222390405,7.53394047596135,7.00900976525341,6.83219519479803,6.85992592626968,7.68474490427942
"Stip1",12.3642920847622,12.5741111042427,12.210931750489,11.8775726591288,11.5293706722742,11.836695693732,11.6588331001462,11.6271476885495
"Rcor2",7.17898211304877,6.79386925597827,6.85765704446226,7.06803747190663,6.72148907854801,6.83219519479803,6.34180451649344,6.86858882671824
"Mark2",11.3016731180324,11.2180060971244,11.1714318517174,10.7369948037462,10.7199867293487,10.9595184443149,10.7433284683414,10.7538287731667
"Spindoc",8.47438793706296,8.48527903179356,8.43168915105179,8.29505559176145,8.38346718112628,8.50118667672776,8.39725812261984,8.03330958459307
"Lgals12",7.55355901240253,7.74875378330255,7.26139050278155,7.09384231957952,6.83101171087219,6.40405884088155,6.52573917589747,7.47568574106791
"Smc3",9.08612179172576,9.53549578761285,9.87710053862782,10.202177980723,10.6155339471062,10.4211278212461,10.5150892528118,10.5604258153247
"Pdcd4",8.57090089973197,8.87390317625571,9.04712499092323,9.33029338655142,9.35691210194832,9.11841754119206,9.13336144915746,9.26543451443926
"Shoc2",9.86871415378267,9.9546339093144,10.3885514308181,10.4270411001453,10.2842961924247,10.251019952268,10.64275912103,10.5247088133395
"Gpam",13.3360486541226,13.2289052382601,13.3926810003821,12.9987091536761,11.559025208924,11.3976820194285,10.9849878526314,11.7329093688252
"Acsl5",8.94409099612851,8.89007826907239,8.72430333041766,8.75527521417512,7.98811300070815,7.79246024236442,7.78019727859094,8.35572413928597
"Zdhhc6",10.2174856528901,10.4151724564726,10.240252791092,9.99437813595943,10.1949511877771,10.4959146699396,10.3344504370662,10.1714976767844
"Vti1a",10.2287906540976,10.4721776512692,10.2271735433103,10.0173286146019,10.2199882651653,10.3674288743477,10.1492750233137,9.98588921935865
"Tcf7l2",8.41221466069577,8.25950830199518,8.30073720582202,8.36716945843647,8.74853585524429,8.46943058840735,8.6284678562425,8.36904731305506
"Hhex",7.23167671375096,7.3334348449182,7.3176496568433,7.09384231957952,6.97657887636217,6.87370334079023,6.9870206088134,7.21530203041195
"Cyp26a1",6.78444982333281,6.44406853649225,6.51348865616069,6.95599151104706,6.26574025732778,6.45255461014013,6.34180451649344,6.47292681528908
"Cep55",6.41054295908313,6.08903019021879,6.43601348849959,6.72793811699106,6.08903019021879,6.08903019021879,6.39841719952678,6.26111890898373
"Rbp4",8.4196812131447,8.60919444019574,7.26139050278155,7.50924119039408,7.11345666150928,6.66157001922313,6.8985008461541,8.14821172152903
"Eif3a",11.8001824932129,12.0289926653517,12.2559854620443,12.3127553484292,14.4561130259354,13.9453341001814,14.5939450344101,13.6709785943895
"Dennd10",8.47080959326381,8.50247400379533,8.49057537312845,8.87106235907116,8.40631577766919,8.39873301962468,8.31533565305491,8.45461038421141
"Prdx3",12.4662812564046,12.4293311925971,12.3442758661983,12.0302035047307,12.3939649932097,12.3624078895399,12.413310767653,12.2549848946764
"Plce1",8.79435272722909,8.7299800643371,8.69276678806888,8.90482012107667,7.68401800044044,7.40655166302316,7.94352960838434,8.02756963785312
"Noc3l",8.73961612391712,8.9124105804049,9.07429064301849,8.84228751310539,9.6064816583563,9.52568230299119,9.77597872878418,9.35028251601498
"Hells",6.25003587786956,6.44406853649225,6.51348865616069,6.82482057533963,6.69704486864226,6.63254068093247,6.81911528212994,7.00104376276025
"Cyp2c40",6.4483076046247,6.34039612705304,6.08903019021879,6.08903019021879,6.08903019021879,6.08903019021879,6.08903019021879,7.17885580582061
"Sorbs1",11.9661133128311,11.0560225927252,11.9946735732904,11.236707858647,11.9521930117511,12.5650706969535,12.6257545853713,12.5251769444404
"Aldh18a1",8.80560373283339,8.43682320499604,8.18153816480205,8.3080716699065,7.86305676970003,7.44968838083853,7.29365098995521,7.93815457097275
"Tctn3",7.90626128218799,7.68529275571881,7.73705374851401,7.50088231314249,7.82075276235263,7.80796852632663,7.29365098995521,7.38941341829035
"Ccnj",7.82596096266167,7.9989029482482,8.05595783423679,8.16205725922105,7.58301265965593,7.47061543070558,7.59966265143384,7.58924974892463
"Tll2",6.25003587786956,6.39669554693137,6.26283517020529,6.45990354605985,6.08903019021879,6.08903019021879,6.26788278946765,6.26111890898373
"Tm9sf3",10.5020031561937,11.0727881272596,11.5880037024041,11.8779196053008,11.4790659605894,11.2959466307126,11.6006245916179,11.6720187799997
"Pik3ap1",7.87818670098998,7.64379216501137,7.16390079342358,7.37642229388236,6.69704486864226,6.85325699632338,6.83982252897274,7.19116384516571
"Lcor",8.29076085945159,8.43682320499604,8.83730086647712,9.16974147498315,8.90154606690834,8.88866831424424,9.02846793479848,9.03592432721134
"Slit1",7.27182226427023,7.14765364462608,7.3176496568433,7.32809777451565,6.88903445916794,7.5504928503848,7.26962611929089,7.29527189017349
"Smndc1",9.89739042545724,10.0168156010203,9.86791760601677,9.58824352625677,10.5539383417224,10.7739210667203,10.9410260514017,10.4262388631621
"Mxi1",11.0947931618182,10.9668940596756,11.2141429476671,11.0515414852183,11.2041535400733,11.3249685198823,10.8013068509883,11.3853830980252
"Add3",10.7059837811341,10.53004793961,10.3528890459844,10.6839421150007,9.36823855161476,9.33301680141525,9.36684955340694,9.96916079789346
"Xpnpep1",10.4423943956526,10.2065024466473,10.0452931272045,9.91510105572821,10.7217378160565,10.8917642990512,10.6755278794264,10.6301865454721
"Trim8",10.4994622727111,10.671719140122,10.3363811705115,10.3904653460391,9.98885318512434,9.99459319502422,9.90679923219642,9.78853739963093
"Arl3",10.7677814980322,11.0748701586871,10.932866328031,10.8289705826743,10.6221135479999,10.9171416803298,10.5427656708274,10.5094002941876
"Sfxn2",7.97113772784061,8.2071733737042,7.99723129488652,8.32948305805175,8.57228702770371,7.93926729950957,8.21193179744476,8.25367616637122
"Maoa",9.0815366434351,9.21808443163138,8.98256013519575,9.01945761927652,8.07867690903522,8.72771475978724,8.17923926341915,8.68628642869336
"Efhc2",6.70816414503723,6.91254564600043,6.75660926263257,6.70660415999965,6.6715132456429,6.60178936420311,6.77566790710461,6.50932186164982
"Fundc1",9.48582815828222,9.24328331318405,9.81154343981947,9.97366379852118,9.03932032129094,9.20983574542252,8.65959099051175,9.53868758877374
"Nt5c2",9.06769024971591,8.59730156943096,8.71037674428544,8.6951248837603,9.1463309038553,8.91210117526395,9.24362617839444,9.02230370358998
"Msr1",6.85264214850125,7.01478095707194,6.85765704446226,7.2773268867753,6.44179185090854,6.53367171692076,6.81911528212994,7.11468907662809
"Pdcd11",9.83541250502235,9.75868809060941,9.98998922947352,9.4444807202769,10.537123261524,10.3980268879586,10.3379674261669,10.1394916545446
"Taf5",7.47584215932858,7.7174537392702,7.79518029034517,7.57391396974591,8.1467441465059,8.06421627342938,8.06384230405036,8.15343378057995
"Pcgf6",8.11529566155445,8.2336037250278,8.08992673234411,8.13768021882568,7.99435786080919,7.95302443533408,8.14002160734355,7.99256815537897
"Tasl",6.08903019021879,6.52331808853504,6.33467936495677,6.52737471857631,6.26574025732778,6.08903019021879,6.08903019021879,6.47292681528908
"Gk",7.03834614561719,6.81512130937556,7.20165608714543,7.02779692808003,6.81053743358966,6.66157001922313,6.93514785656525,6.90395085077143
"Slk",10.0834661845348,10.5065612443227,11.1369613114268,11.1804092558987,11.1217350800803,10.8726424294098,11.4242293851603,11.1858850799651
"Col17a1",6.68747128899888,6.8751628996892,6.47673727509932,6.63733434073709,6.6447439704945,6.45255461014013,6.34180451649344,6.47292681528908
"Sfr1",11.4128033118735,11.5199543821399,11.5561150568349,11.5233946908052,12.3595635278269,12.2533077917451,12.402183825822,12.3995101552127
"Gsto1",10.412086137711,10.1924748122374,10.1785804586471,9.83116410237315,10.6041840776869,10.5175046878395,10.7219781079873,9.94797115107331
"Gsto2",6.4483076046247,6.2668850118428,6.51348865616069,6.32397778693793,6.26574025732778,6.45255461014013,6.26788278946765,6.57377574209306
"Habp2",7.07569111185193,6.96533414107409,6.77810202863718,6.68445853130154,7.14111920952177,7.65170187928382,7.20681038356162,7.59752168246314
"Casp7",8.04775300486211,8.12447915624324,7.99723129488652,7.92372037109594,7.71580570786542,7.78462996178209,7.78019727859094,7.66937216485444
"Dclre1a",7.75259844913549,7.73320800254311,7.99723129488652,8.0137157258338,8.16321075859728,8.12532566468697,7.75716222786143,8.0503743150731
"Nhlrc2",9.52156252264943,9.54762911211943,9.7495161516949,9.60354173779645,9.70055786435832,9.57209260658218,9.567146235491,9.69821033795788
"Afap1l2",8.0867869246349,7.83798404668458,7.7295826907152,7.76837625930232,6.94275920219649,6.87370334079023,7.11107251696435,6.9210124283069
"Ablim1",11.6397652291386,11.2920453239141,11.3511069727357,11.2055185412864,10.8132638610819,10.903280499178,11.3216098391474,10.7110005139479
"Trub1",8.38192233827196,8.28490940590154,8.40563554390534,8.37540045565269,8.70565392635082,8.51456996347768,8.56811775842069,8.70018172915276
"Gfra1",8.86321077249549,9.06794292286286,8.38352776110789,8.67228020914182,7.72361906074664,7.68638151487466,8.03328192269219,7.81470992325127
"Hspa12a",8.82783380418678,8.93750032753073,8.73465612615037,8.74595154070961,7.46218133548627,7.40655166302316,7.71774295043075,7.68474490427942
"Slc18a2",6.36761195034119,6.72552634166828,6.5472249423228,6.42093115304451,6.55482759799453,6.45255461014013,6.48794092510865,6.57377574209306
"3110040N11Rik",8.19720578249249,8.47659825102482,8.42738208505158,8.43555974886083,8.5602219527476,8.31893317635906,8.44769492668815,8.21946523920874
"Btbd1",12.1330135657285,12.3192804232093,12.5600671348724,12.5395169641794,12.2350109061132,12.5421285659738,12.4634172048303,12.6497215518216
"Hdgfl3",7.40074226318535,7.28728486666183,7.56902200706882,7.94109879206234,7.67593314130196,7.03626564812667,7.61729638213445,7.88123478564378
"Gcgr",6.31660876692879,6.08903019021879,6.08903019021879,6.25525491524189,6.76758149765416,6.08903019021879,6.08903019021879,6.65645786403661
"Ppp1r27",12.1741400746661,11.7303987797995,11.8463277746504,11.3778753529708,11.3419144647719,11.4057962437308,12.3918144112174,12.1779584159866
"P4hb",13.1317054797631,13.1570945026211,12.7769051726288,12.5943723436261,14.2880469409204,13.8926230201499,13.8276118251469,14.1883130786268
"Arhgdia",12.2333294757555,12.1059528682317,11.7653932521628,11.6111677058875,12.4925040198499,12.3019218081119,12.5756284431248,12.2301521728702
"Ints4",10.3893851851526,10.4206480394106,10.0480029831074,9.76329286990796,10.8107985581916,10.7567881537671,10.7538859508439,10.3194165569722
"Alyref",9.37473828397651,9.2307403198928,9.45797794632252,9.33847171395197,10.0305338286005,10.077037812821,10.1848901033171,9.79963349757325
"Anapc11",9.96911580015835,9.88008957600734,9.9236271501459,9.88072503568432,10.0234336190195,9.99304932699468,9.82037136024992,9.85689191135613
"Pcyt2",10.0268440924463,9.94552582177181,10.0587913753563,9.72345113901239,10.5802466500881,10.3566834083239,10.2879271816878,10.0823479033378
"Sirt7",8.07714044463328,8.04822163103399,8.23752718073845,8.31238188839558,8.40177736043701,8.25574384482156,8.67488997518245,8.30104565993035
"Tollip",11.1059576798218,11.2098202653805,11.0166281155226,10.7215932215345,12.5080387152064,12.1598029946726,12.5443404661426,11.7378352167078
"Pycr1",8.01766575357401,8.25436835589186,7.9851489377059,8.15236181731539,7.30319004333247,7.5695861872647,7.62601129272295,7.5029577820582
"Myadml2",11.9073807080874,11.908953382999,11.8606020571748,11.5782355261195,11.8843302120802,12.2800274613659,12.127719504921,11.83374147045
"Aspscr1",10.0958751460059,10.1731221871012,10.0137551621857,9.6792601975083,11.5895194264311,11.4115642687449,11.8218118759453,11.0485071825764
"Cenpx",9.07923841713087,9.30437450256793,8.92087306904584,9.07956273880642,8.97512817343618,9.34036950182811,8.39257682176898,8.89631870856037
"Lrrc45",7.90069762187894,7.66887160266125,7.80927897667863,8.0668463925336,8.06107645833575,8.22296640427457,8.11125737504638,8.27757498139527
"Mob2",10.4546906597362,10.4805889666581,10.4419801041945,10.4059794026143,11.0116001720995,11.0752855311087,11.0391955813092,10.7522049022216
"Cbr2",9.38217479355833,9.62597143819149,9.11668648685567,9.35871256452874,7.6677912822749,7.95984617030577,7.54503405503299,8.19950434449652
"Maged1",10.5770155139774,10.2998421020433,9.77596260032773,9.91781572346222,9.39284160173602,9.29061155970856,9.26119085832076,9.26313119650298
"Fasn",12.9266519958533,14.5504180820759,11.4037088497842,11.5454073111097,11.7523839143757,9.94594055255571,9.68281598399557,12.0448643599396
"Arhgap19",9.2316458872717,9.42135226136921,9.27217220348779,9.19705446590325,8.21138650582908,8.54962196830511,8.35933717703017,8.75439386712508
"Dus1l",9.97768106197276,9.88486433351433,10.0587913753563,9.8108474659782,11.2363338213546,11.0911918959209,11.1478598914049,10.8457696240286
"Gps1",11.446557751231,11.6273607080764,11.194165430449,11.0447542125428,11.2110211239888,11.4241732286149,11.3421443943227,11.241303706362
"Zdhhc16",9.59842040042985,9.76561474989588,9.61488411742699,9.51458777207169,9.5036829081492,10.0099408872031,9.68651417974341,9.82777608404235
"Rfng",10.1734817138067,10.2746524604337,10.1994341796121,9.83835048914151,9.72181790060059,9.90052554283815,9.49504846750007,9.81220991823061
"Mms19",9.56784951303591,9.68750340849769,9.40369231564152,9.29289244190716,11.0329024588137,10.7172430638821,10.7764980560928,10.229939736021
"Slc16a3",13.3928217265123,13.497181983512,12.9831014493415,12.8092990733661,12.0251707585986,13.0469367080794,13.5208918768634,12.8386330955185
"Csnk1d",11.3625036364177,11.4430914722161,11.2515291401088,11.0595217719571,12.0287068038724,12.0838434164454,12.2303806231994,11.80821155288
"Cd7",6.36761195034119,6.34039612705304,6.26283517020529,6.32397778693793,6.08903019021879,6.08903019021879,6.08903019021879,6.60288201101699
"Ogfod3",8.81398208156216,9.29958353361068,8.76188747482242,8.68538106008656,8.38346718112628,8.54528995834199,8.59258101600341,8.41251583505283
"Rab40b",8.94662309039218,9.26065772312857,9.25808344445919,9.45390601247207,8.81044716686362,8.77983457457314,8.22264868926657,9.0627730513904
"Ubtd1",9.33887005100802,9.52530480464784,9.33388416417433,9.15820226730565,9.65152885857052,9.41650476639982,9.60480351243478,9.50023260748362
"Ankrd2",11.8574209292154,10.8173574016409,11.931024733078,10.3418827312282,11.9573974667106,13.5279668179137,14.649925251111,12.4937410812831
"Wdr45b",9.67284396472781,9.60871731616271,9.5356935488774,9.46140132605507,9.58921388948454,9.43947996971104,9.68281598399557,9.3350313654239
"Fn3k",9.15968521566174,9.33979712401089,9.19040305268464,9.07218957372362,8.37884992446256,8.62531667085784,7.51667522350794,8.51537010583492
"Hoga1",6.92949874301225,7.20085902997882,6.94592917053102,6.97088016633326,8.96614079687792,8.94490424869824,9.9146890797351,8.13770351603435
"Pi4k2a",9.94310767827145,9.89436621308484,9.76610260560287,9.74657253542556,11.6118561216259,11.2124876024258,11.6433186638641,10.2679973451556
"R3hcc1l",8.78300899602452,8.82757934535762,8.92985506356723,9.00401775599707,9.53410838171519,9.68572561712752,9.75677295611872,9.376050049045
"Loxl4",8.4271061759065,7.77924489764007,7.7518550705052,8.34216496059094,7.15463643949818,7.3023531619399,7.41638806853596,7.55553651309065
"Hps1",7.66080795152124,7.48030358668307,7.17665843718822,7.44048166298372,7.21938502790362,7.05244028211197,7.21970960262697,6.79201550894731
"Cnnm1",6.57006655456008,6.2668850118428,6.38970685675043,6.68445853130154,6.08903019021879,6.08903019021879,6.48794092510865,6.26111890898373
"Got1",14.1378655528315,13.5540803005499,13.8211948503491,13.083709463206,14.5753632239685,14.8082365947135,15.5101645683839,13.7526140630108
"Entpd7",7.41789951304712,7.04614891488351,7.23794427813449,7.20147466632589,7.23181325111399,6.95019695257512,6.93514785656525,7.03093003012081
"Cutc",9.00362348111601,9.17155533389224,9.26749159869938,9.24361043464926,9.53611372598571,9.75855441597776,9.89727352066838,9.55940174076515
"Abcc2",6.31660876692879,6.08903019021879,6.26283517020529,6.25525491524189,6.39472019832906,6.27115267979593,6.08903019021879,7.12789456702824
"Dnmbp",10.3286251950521,10.4261028169559,10.2006514691468,10.0058994138581,9.81209734149153,9.88228122699074,9.81868926113643,9.59448385558215
"Cpn1",6.66599317448517,6.61993193251511,6.38970685675043,6.37662272064648,6.48318595430617,6.34641984239714,6.67848838158123,6.95401984690694
"Cyp2c23",6.4823970119052,6.48572664042375,6.43601348849959,6.4950796550816,6.3387802392108,6.08903019021879,6.08903019021879,6.75012295280389
"Erlin1",8.53038163844388,8.65956046336087,8.5548568772838,8.70479974083963,8.75204953178004,8.52341878701104,8.47000591161073,8.92009158925153
"Chuk",8.32718636353288,8.35352618196999,9.25098582803858,9.15820226730565,9.36371886719222,9.27020588457245,9.6028462444665,9.71841241462318
"Cwf19l1",8.33910775446652,8.28490940590154,8.05595783423679,8.01913073614268,8.26793968897841,8.17793608080753,8.43866528266667,8.15343378057995
"Scd3",6.68747128899888,6.2668850118428,6.38970685675043,6.55738542638483,6.6447439704945,6.45255461014013,6.44605278073222,6.33225654299827
"Scd2",10.7831727394299,11.5551631828553,9.77432399735124,10.7851999322521,8.56425561517067,8.68923425620607,8.74169181836631,8.85061340968905
"Ndufb8",13.3204522541791,13.2228211976498,13.2107581993622,12.9881448765603,12.2012547913252,12.4290112056689,12.5435811509856,12.34380269798
"Sema4g",6.62029595639553,6.5898792840711,6.26283517020529,6.52737471857631,6.26574025732778,6.45255461014013,6.26788278946765,7.12789456702824
"Mrpl43",10.3700349350089,10.2867027213069,10.334165699953,10.1672956180402,10.5821763861303,10.59670934288,10.6313499310457,10.4108681627392
"Twnk",10.7508010527609,10.3885949391579,10.6618184626433,10.0572418101469,10.21626047313,10.4795064787099,10.2297782688343,10.0654059473824
"Sfxn3",10.3921283320839,10.6560316609724,10.0507077164419,10.4346239310294,9.8734793731561,9.76037372216084,9.18694961973961,9.9803347999412
"Kazald1",8.95167347171335,9.2027453784227,9.01100009648631,9.10386285064278,7.40148626056393,8.11333575164612,7.05133489447938,7.86165779075711
"Lbx1",11.4028828727619,11.7158049137926,11.1235790622694,11.1171224250067,10.1668955385453,11.0665346921008,10.4099003263445,10.9414755577995
"Btrc",9.89092347849114,9.9651871644881,9.97439806916173,9.48365215295892,9.68259535808165,9.66254593958855,9.5448792621899,9.57797400596874
"Poll",9.90125658304656,9.92249832362196,9.7106181031227,9.47627397883823,9.67170800885097,9.8173984088442,9.43018994654621,9.08911537237145
"Oga",10.6808003110385,10.8582402929603,11.0621045937568,11.1106380401706,12.9972014923563,12.4104168579134,12.4698263404443,12.5173223132091
"Kcnip2",6.36761195034119,6.48572664042375,6.66205071420157,6.74853939422495,6.6447439704945,6.27115267979593,6.81911528212994,6.54273219240034
"Ldb1",9.86079233837727,9.76734116707634,9.61488411742699,9.65337813329005,10.6416735462992,10.1700849937452,10.7246643023,10.1944426372501
"Gbf1",12.1406281985409,12.2473201451733,11.8141799766956,11.4213813999245,12.8673823402412,12.5371268837668,12.3878713248786,12.3566658832573
"Nfkb2",9.65460007260056,9.61832878889196,9.21007512699911,9.06229776966034,9.52807528310595,9.58449096914878,9.25368996803664,8.99186136187062
"Fbxl15",8.07228960270034,7.852231586644,7.66802782792867,7.55010342681969,7.43227039612335,7.23938516538466,7.3734453030793,7.46643943099215
"Mfsd13a",7.8080382224025,7.70148433111334,7.3499374624034,7.35736719297404,7.18108245097744,7.27765204950392,7.00358060804437,7.29527189017349
"Actr1a",11.9229206897392,11.9890992039617,11.6722251748575,11.4496723765031,12.3573156453759,12.450732577661,12.4548271452959,12.2281119593154
"Pitx3",8.41595316686778,8.10149789499293,8.21237661819287,7.96953148925951,9.08972907523941,9.30070462338129,9.27113027249547,8.67928542061283
"Sufu",9.23576624707689,9.10149861294059,8.70687284492433,8.7767873781837,9.12235261116127,9.20176676332135,8.80539028151367,8.9521279280882
"Hexa",11.2366376018226,11.3244813464844,10.9233330330168,10.8510741702773,11.0909246981032,11.289695599953,10.9887155422604,11.1137873817198
"Arih1",11.9858757158326,12.316645725953,12.3822019591998,12.3389453055001,12.2472029326358,12.5692030682754,12.6576839548207,12.3646475007793
"Bbs4",8.12465890674634,8.3865426730934,8.36104557630535,8.44727252083367,9.33859862993715,8.90544641684422,8.3399617352876,8.64012412123622
"Adpgk",9.00362348111601,8.88039591914129,8.87196042268745,8.97525890380578,9.45360137650628,9.73283715431758,9.50137393441807,9.84776145898004
"Parp6",10.5826266859599,10.73105118753,10.5735649261176,10.4251391179902,10.3817653235661,10.5345460669036,10.6169599019662,10.2827167051177
"Limd1",11.9485574501315,12.08580549167,11.9104050818899,11.7056768607776,11.1538455309459,11.7387181604776,11.6357359749154,11.5826613148825
